color,from,l,a,b,parent
豆青,钧瓷色彩的特征与分类体系研究_王庆斌,46.989,7.293,23.623,绿
龟背黄,色谱_perchouli,46.618,4.049,23.017,绿
淡灰绿,色谱_perchouli,64.959,-4.412,39.816,绿
淡灰绿,中国色名综览_凑幸卫,51.57712805,-6.447421304,4.085913574,绿
潭水绿,色谱_perchouli,37.49,-2.372,32.293,绿
潭水绿,中国色名综览_凑幸卫,41.18825466,-3.233637637,18.97954591,绿
草灰绿,色谱_perchouli,53.705,-2.34,30.606,绿
荷叶绿,色谱_perchouli,38.707,-33.445,15.989,绿
荷叶绿,人造丝绸缎色谱_何进丰,45,-20,-2,绿
蟾绿,中国色名综览_凑幸卫,61.68114658,-28.77056628,7.116452127,绿
蔻梢绿,色谱_perchouli,70.167,-40.656,17.701,绿
蔻梢绿,中国色名综览_凑幸卫,76.52430446,-28.52068633,13.50776171,绿
薄荷绿,色谱_perchouli,46.983,-39.53,20.118,绿
薄荷绿,人造丝绸缎色谱_何进丰,39,-15,-1,绿
孔雀绿,色谱_perchouli,54.178,-46.14,25.695,绿
孔雀绿,中国传统色彩图鉴_鸿洋,54.805,-39.55,-10.779,绿
孔雀绿,中国色名综览_凑幸卫,57.5597427,-39.9052715,4.719720358,绿
宫殿绿,色谱_perchouli,50.373,-43.32,24.015,绿
玉髓绿,色谱_perchouli,64.838,-53.536,44.004,绿
玉髓绿,中国色名综览_凑幸卫,71.57210026,-39.1499902,34.0917714,绿
鲜绿,色谱_perchouli,64.523,-53.314,45.945,绿
宝石绿,色谱_perchouli,63.111,-53.171,47.876,绿
宝石绿,中国色名综览_凑幸卫,64.38554823,-45.24500037,19.88354646,绿
鹦鹉绿,色谱_perchouli,63.849,-48.01,58.148,绿
鹦鹉绿,中国色名综览_凑幸卫,64.14139573,-40.79767351,58.48845744,绿
芦苇绿,色谱_perchouli,79.945,-22.143,39.883,绿
芦苇绿,中国色名综览_凑幸卫,74.56194755,-25.4997007,33.78227023,绿
苹果绿,色谱_perchouli,79.616,-22.696,49.757,绿
苹果绿,钧瓷色彩的特征与分类体系研究_王庆斌,26.774,-17.337,9.049,绿
苹果绿,中国色名综览_凑幸卫,75.54859711,-29.15506883,39.3229745,绿
芦灰,色谱_perchouli,48.435,10.341,0.789,绿
芦灰,DIC中国传统色,70.205,-8.16,18.431,绿
猴毛灰,中国色名综览_凑幸卫,64.867732,10.42440321,4.029537778,绿
尘灰,色谱_perchouli,67.877,-0.32,26.294,绿
尘灰,中国色名综览_凑幸卫,66.21527008,4.156664051,10.16042439,绿
燕羽灰,色谱_perchouli,40.274,0.225,14.102,绿
松绿,乾隆色谱_刘剑,43,-9,38,绿
松绿,DIC中国传统色,80.017,-5.633,9.288,绿
瓜皮绿,乾隆色谱_刘剑,20,-6,5,绿
瓜皮绿,钧瓷色彩的特征与分类体系研究_王庆斌,38.003,-26.793,16.357,绿
咖啡棕,DIC中国传统色,50.175,4.273,16.873,绿
灰米,DIC中国传统色,69.275,-3.427,16.66,绿
冬绿,DIC中国传统色,56.954,-15.809,11.04,绿
法国梧桐皮色,DIC中国传统色,61.99,-5.315,10.571,绿
庭院瓦灰色,DIC中国传统色,53.532,-1.247,8.688,绿
大赤金,DIC中国传统色,67.509,-7.783,29.912,绿
大块,故宫里的色彩美学_郭浩,69.702,3.201,22.38,绿
养生主,故宫里的色彩美学_郭浩,65.498,4.95,18.115,绿
石莲褐,故宫里的色彩美学_郭浩,57.495,0.878,8.719,绿
沉香,故宫里的色彩美学_郭浩,55.374,6.453,14.444,绿
明茶褐,故宫里的色彩美学_郭浩,56.587,6.266,18.476,绿
欧碧,故宫里的色彩美学_郭浩,82.63,-18.276,29.743,绿
春辰,故宫里的色彩美学_郭浩,73.992,-18.426,31.515,绿
碧山,故宫里的色彩美学_郭浩,58.241,-24.02,36.804,绿
翠微,故宫里的色彩美学_郭浩,48.765,-29.916,26.631,绿
翠虬,故宫里的色彩美学_郭浩,40.917,-24.152,24.379,绿
石发,故宫里的色彩美学_郭浩,54.786,-23.445,27.583,绿
风入松,故宫里的色彩美学_郭浩,56.461,-12.066,32.277,绿
麹尘,故宫里的色彩美学_郭浩,81.155,-14.128,23.583,绿
绿沈,故宫里的色彩美学_郭浩,58.387,-8.334,35.942,绿
绿沈,中国美色_中国国家地理,46.745,-33.577,27.338,绿
葱倩,故宫里的色彩美学_郭浩,52.749,-19.353,26.082,绿
葱倩,中国美色_中国国家地理,59.501,-44.775,40.216,绿
出岫,故宫里的色彩美学_郭浩,67.51,-7.558,27.221,绿
绿色,中国颜色_黄仁达,58.972,-45.705,42.567,绿
绿色,中国美色_中国国家地理,58.972,-45.705,42.567,绿
绿色,古色之美_青简,53.4,-24.963,-4.745,绿
绿色,涤棉色谱_何进丰,56,-43,8,绿
竹青,中国颜色_黄仁达,57.299,-19.28,32.378,绿
翡翠色,中国颜色_黄仁达,35.121,-34.37,-13.914,绿
翡翠色,中国传统色彩图鉴_鸿洋,50.002,-64.968,27.009,绿
柳色,中国颜色_黄仁达,58.571,-20.911,45.378,绿
深果绿,染色样本士林类_何进丰,47,-42,9,绿
深果绿,绞丝染色基本色谱_何进丰,44,-30,27,绿
杏灰,染色样本士林类_何进丰,53,8,12,绿
杏灰,染色样本硫化类_何进丰,68,6,14,绿
浅杏灰,染色样本纳夫妥类_何进丰,63,6,12,绿
浅瓜皮绿,绞丝染色基本色谱_何进丰,78,-24,28,绿
鳝鱼皮,钧瓷色彩的特征与分类体系研究_王庆斌,52.727,-9.224,32.365,绿
青葱,中国美色_中国国家地理,53.93,-40.08,32.614,绿
苍翠,中国传统色彩图鉴_鸿洋,54.125,-25.066,9.205,绿
松花色,中国传统色彩图鉴_鸿洋,43.737,-56.962,23.606,绿
浅嫩绿,涤棉色谱_何进丰,77,-27,45,绿
浅嫩绿,涤棉色谱_何进丰,85,-24,32,绿
紫杉绿,中国色名综览_凑幸卫,33.62058343,-21.10681967,15.21051759,绿
青菜绿,中国色名综览_凑幸卫,71.58316435,-51.09692881,45.4172776,绿
琉璃绿,中国色名综览_凑幸卫,61.650308,-39.31565449,33.66993992,绿
螳螂绿,中国色名综览_凑幸卫,76.52677155,-25.53126959,21.56127115,绿
螳螂绿,中国色名综览_凑幸卫,76.52822625,-17.83377247,7.52702388,绿
枝绿,DIC中国传统色,87.149,-12.494,6.289,碧
枝绿,染色样本纳夫妥类_何进丰,56,-23,-9,碧
枝绿,中国传统色彩图鉴_鸿洋,87.528,-7.787,15.001,碧
玉色,国标,80.8,-13.6,17.7,碧
玉色,色谱_perchouli,64.754,-32.426,12.905,碧
玉色,DIC中国传统色,84.397,-10.592,9.183,碧
玉色,故宫里的色彩美学_郭浩,90.589,-1.162,9.994,碧
鹦哥绿,国标,76.4,-36.8,5.5,碧
鹦哥绿,色谱_perchouli,59.185,-42.241,6.393,碧
鹦哥绿,中国色名综览_凑幸卫,61.67588909,-45.49256094,-4.633001871,碧
三绿,国标,75.9,-27.8,13.5,碧
三绿,中国色名综览_凑幸卫,74.04457368,-23.89130436,2.086162151,碧
石绿,色谱_perchouli,72.858,-30.952,-8.882,碧
石绿,故宫里的色彩美学_郭浩,39.793,-22.789,-4.238,碧
石绿,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,39.65,-27.62,10.5,碧
石绿,中国颜色_黄仁达,52.163,-21.751,15.347,碧
石绿,中国美色_中国国家地理,52.163,-21.751,15.347,碧
碧绿,国标,66,-41.6,5.5,碧
碧绿,中国颜色_黄仁达,55.067,-50.224,-3.446,碧
碧绿,古色之美_青简,43.206,-34.483,-15.81,碧
蛋青,国标,89.3,-8.4,-3.9,碧
蛋青,DIC中国传统色,89.939,-4.914,1.049,碧
蛋青,染作江南春水色_金成熺,58.11,-9.79,-12.57,碧
蛋青,中国传统色彩图鉴_鸿洋,87.358,-4.518,-1.63,碧
蛋青,中国色名综览_凑幸卫,91.08172557,1.712453497,-11.8007321,碧
二青,国标,75.9,-25.2,-12.5,碧
湖蓝,国标,80.7,-18.1,-4.2,碧
石蓝,国标,66.6,-16.8,-30.6,碧
丁香紫,钧瓷色彩的特征与分类体系研究_王庆斌,47.837,5.102,-16.999,碧
美蝶绿,中国色名综览_凑幸卫,66.49326738,-36.75509037,-10.3319483,碧
竹绿,色谱_perchouli,61.25,-43.557,8.234,碧
竹绿,中国色名综览_凑幸卫,67.43151304,-38.88645408,-4.325110241,碧
海王绿,色谱_perchouli,47.996,-32.971,5.918,碧
海王绿,中国色名综览_凑幸卫,53.95013308,-23.15386487,-4.293634689,碧
麦苗绿,色谱_perchouli,68.971,-41.258,15.999,碧
麦苗绿,中国色名综览_凑幸卫,77.49146811,-29.30565919,7.249308928,碧
青矾绿,色谱_perchouli,55.789,-37.245,7.251,碧
铜绿,色谱_perchouli,63.735,-44.499,11.235,碧
铜绿,中国传统色彩图鉴_鸿洋,52.363,-19.127,-2.433,碧
草原远绿,中国色名综览_凑幸卫,76.53121382,-7.261174856,-4.3241042,碧
蛙绿,色谱_perchouli,67.186,-43.595,15.066,碧
田园绿,色谱_perchouli,68.878,-34.234,13.805,碧
蛋白石绿,色谱_perchouli,56.816,-28.26,12.318,碧
毛绿,色谱_perchouli,71.457,-39.28,18.463,碧
毛绿,中国色名综览_凑幸卫,81.34788326,-28.70298556,13.76075547,碧
松霜绿,色谱_perchouli,65.267,-17.655,9.46,碧
瓦松绿,色谱_perchouli,55.114,-15.127,8.968,碧
霁青,色谱_perchouli,71.381,-20.677,-18.694,碧
霁青,中国色名综览_凑幸卫,81.34782794,-5.800530852,-18.71836794,碧
秋波蓝,色谱_perchouli,73.527,-11.292,-15.82,碧
秋波蓝,中国色名综览_凑幸卫,74.07229434,-0.631029346,-15.46169952,碧
蔚蓝,色谱_perchouli,68.494,-29.06,-20.481,碧
蔚蓝,中国色名综览_凑幸卫,67.14654626,-18.49451907,-20.34179977,碧
瀑布蓝,色谱_perchouli,73.499,-27.779,-17.181,碧
瀑布蓝,中国色名综览_凑幸卫,71.53859727,-15.05622262,-17.66680114,碧
闪蓝,中国色名综览_凑幸卫,65.2265669,-2.155485141,-10.41538079,碧
甸子蓝,色谱_perchouli,65.179,-29.198,-20.583,碧
甸子蓝,中国色名综览_凑幸卫,71.46898764,-22.53189156,-23.02551708,碧
晚波蓝,色谱_perchouli,56.248,-13.066,-7.285,碧
晚波蓝,中国色名综览_凑幸卫,61.68116073,-3.896445188,-9.338153774,碧
清水蓝,色谱_perchouli,81.267,-19.046,-10.103,碧
清水蓝,中国色名综览_凑幸卫,81.34782902,-13.71564918,-12.75380314,碧
冰山蓝,中国色名综览_凑幸卫,71.59688002,-4.744771513,-8.677246875,碧
淡绿灰,色谱_perchouli,54.588,-10.95,3.049,碧
海鸥灰,色谱_perchouli,57.88,4.119,11.083,碧
海鸥灰,中国色名综览_凑幸卫,65.35102693,9.409725992,5.738632186,碧
银鼠灰,色谱_perchouli,69.886,-0.36,14.847,碧
银鼠灰,DIC中国传统色,54.859,1.115,-5.091,碧
银鼠灰,中国颜色_黄仁达,68.828,0.133,-1.728,碧
银鼠灰,中国美色_中国国家地理,59.553,0.006,-1.114,碧
银鼠灰,中国传统色彩图鉴_鸿洋,63.991,0.239,-4.256,碧
银鼠灰,中国色名综览_凑幸卫,71.5747446,4.672955968,16.93418813,碧
铜绿色,DIC中国传统色,72.513,-11.427,18.368,碧
嫩葱绿,DIC中国传统色,59.512,-17.708,23.638,碧
嫩葱绿,中国美色_中国国家地理,58.467,-17.244,-10.525,碧
碧玉石,中国美色_中国国家地理,58.467,-17.244,-10.525,碧
粗孔雀绿,DIC中国传统色,50.742,-21.937,3.036,碧
粗孔雀绿,中国美色_中国国家地理,51.602,-30.359,-1.926,碧
玉绿,DIC中国传统色,82.976,-21.897,7.952,碧
中条虾绿,DIC中国传统色,57.137,-3.967,4.049,碧
蓝灰色,中国美色_中国国家地理,70.653,0.517,-14.901,碧
天水碧,故宫里的色彩美学_郭浩,63.159,-20.295,-12.323,碧
扁青,故宫里的色彩美学_郭浩,56.549,-19.897,-8.664,碧
绍衣,故宫里的色彩美学_郭浩,66.684,1.621,3.501,碧
不皂,故宫里的色彩美学_郭浩,69.139,-2.744,4.263,碧
秘色,中国颜色_黄仁达,88.988,-5.889,2.926,碧
秘色,中国美色_中国国家地理,83.366,-5.501,2.553,碧
彩绿,染色样本士林类_何进丰,40,-43,0,碧
浅中绿,染色样本士林类_何进丰,58,-38,-5,碧
人熊东方白,染色样本士林类_何进丰,72,-4,-2,碧
碧蝉绿,人造丝绸缎色谱_何进丰,68,-8,-10,碧
碧蝉绿,中国色名综览_凑幸卫,61.68121736,-5.832155352,6.814358314,碧
浅天兰,绞丝染色基本色谱_何进丰,78,-17,-12,碧
湖兰,绞丝染色基本色谱_何进丰,74,-25,-7,碧
蝶兰,绞丝染色基本色谱_何进丰,61,-30,-13,碧
深水兰,绞丝染色基本色谱_何进丰,55,-35,-20,碧
浅碧青,绞丝染色基本色谱_何进丰,65,-21,-14,碧
苍青,中国美色_中国国家地理,63.137,0.142,17.649,碧
苍青,中国传统色彩图鉴_鸿洋,56.727,-7.508,-14.871,碧
深翠绿,涤棉色谱_何进丰,43,-31,3,碧
深翠绿,涤棉色谱_何进丰,43,-34,-1,碧
浅翠兰,涤棉色谱_何进丰,70,-24,-22,碧
浅翠兰,涤棉色谱_何进丰,74,-30,-13,碧
暗橄榄绿,中国色名综览_凑幸卫,52.87247754,-14.07232657,5.192149054,碧
牡蛎绿,中国色名综览_凑幸卫,71.59692279,-16.03820631,12.70526172,碧
藻绿,中国色名综览_凑幸卫,61.65861751,-11.5950034,8.45739783,碧
妃色,国标,77.7,22.2,6.2,红
妃色,DIC中国传统色,77.936,13.662,1.155,红
妃色,中国美色_中国国家地理,45.972,63.575,43.967,红
妃色,中国传统色彩图鉴_鸿洋,45.643,43.74,33.229,红
粉红,国标,77.8,20.6,1,红
粉红,色谱_perchouli,80.063,19.577,11.524,红
粉红,中国传统色彩图鉴_鸿洋,83.35,14.443,-0.142,红
血牙,染色样本士林类_何进丰,74,33,25,红
血牙,染色样本纳夫妥类_何进丰,58,55,28,红
银红,国标,34.3,28.2,29.4,红
银红,故宫里的色彩美学_郭浩,83.932,11.649,-0.718,红
银红,染作江南春水色_金成熺,77.22,27.75,4.2,红
桃红,乾隆色谱_刘剑,47,44,30,红
桃红,中国色名综览_凑幸卫,71.59696773,11.36731023,-1.180787885,红
洋红,国标,50.1,42.8,-16.8,红
洋红,中国传统色彩图鉴_鸿洋,50.841,68.688,-4.25,红
红,中国颜色_黄仁达,42.329,61.82,31.714,红
杨梅花红,中国美色_中国国家地理,42.329,61.82,31.714,红
红,古色之美_青简,42.101,61.248,17.47,红
海棠红,色谱_perchouli,53.892,69.743,29.794,红
海棠红,色谱_perchouli,53.892,69.743,29.794,红
海棠红,钧瓷色彩的特征与分类体系研究_王庆斌,41.424,44.887,30.003,红
茜红,中国颜色_黄仁达,44.726,41.672,31.866,红
茜红,中国美色_中国国家地理,44.726,41.672,31.866,红
殷红,色谱_perchouli,27.428,46.106,23.922,红
殷红,色谱_perchouli,27.428,46.106,23.922,红
殷红,中国色名综览_凑幸卫,33.47336899,34.91385768,-4.557985183,红
枣红,色谱_perchouli,26.908,42.468,20.38,红
枣红,DIC中国传统色,29.333,29.039,6.668,红
枣红,染色样本纳夫妥类_何进丰,27,26,3,红
枣红,钧瓷色彩的特征与分类体系研究_王庆斌,23.458,35.529,21.957,红
枣红,中国传统色彩图鉴_鸿洋,49.488,43.913,33.88,红
枣红,中国色名综览_凑幸卫,33.39559933,35.15159466,4.388485506,红
胭脂红,国标,35.2,43.1,5.7,红
胭脂红,色谱_perchouli,54.253,65.643,54.898,红
胭脂红,色谱_perchouli,54.253,65.643,54.898,红
胭脂红,DIC中国传统色,35.399,31.515,8.536,红
胭脂红,DIC中国传统色,35.399,31.515,8.536,红
胭脂红,古色之美_青简,52.672,57.682,42.419,红
胭脂红,钧瓷色彩的特征与分类体系研究_王庆斌,63.934,52.059,25.774,红
胭脂红,中国传统色彩图鉴_鸿洋,43.517,49.919,-6.749,红
胭脂红,中国色名综览_凑幸卫,56.53068885,51.28661709,31.98816931,红
火岩棕,色谱_perchouli,32.454,35.914,29.185,红
火岩棕,中国色名综览_凑幸卫,41.16785074,24.86531729,11.25357237,红
淡咖啡,色谱_perchouli,43.531,21.202,31.589,红
淡咖啡,中国色名综览_凑幸卫,54.64237355,11.96723875,11.62903565,红
牡丹粉红,中国色名综览_凑幸卫,81.31455004,33.59252659,6.266028145,红
香叶红,绞丝染色基本色谱_何进丰,67,44,20,红
茶花红,色谱_perchouli,54.316,66.482,33.162,红
茶花红,中国色名综览_凑幸卫,64.60084251,49.35331817,12.39886457,红
满江红,中国色名综览_凑幸卫,46.46610141,29.90430565,5.38619712,红
苋菜红,色谱_perchouli,36.087,54.522,29.567,红
苋菜红,中国色名综览_凑幸卫,41.21711285,39.57019847,2.986244887,红
枫叶红,色谱_perchouli,42.256,61.707,33.872,红
草茉莉红,色谱_perchouli,55.739,64.942,25.657,红
山茶红,中国色名综览_凑幸卫,64.01999988,60.6484465,16.07998243,红
淡曙红,色谱_perchouli,51.923,72.622,34.349,红
淡曙红,中国色名综览_凑幸卫,61.68154766,60.69671961,26.72013666,红
石竹红,色谱_perchouli,55.805,64.67,22.181,红
淡蕊香红,色谱_perchouli,55.864,64.873,20.49,红
淡蕊香红,中国色名综览_凑幸卫,67.61052668,55.66479375,6.925807088,红
月季红,DIC中国传统色,33.226,50.326,19.699,红
尖晶玉红,色谱_perchouli,43.83,66.502,30.205,红
锦葵红,中国色名综览_凑幸卫,51.53267515,34.15072343,2.61527757,红
晶红,中国色名综览_凑幸卫,81.32076708,32.41666778,-6.828374292,红
芍药绯红,人造丝绸缎色谱_何进丰,59,36,-4,红
芍药绯红,中国色名综览_凑幸卫,74.0699023,22.36848371,-3.305347171,红
豇豆红,钧瓷色彩的特征与分类体系研究_王庆斌,45.207,53.482,53.901,红
豇豆红,中国色名综览_凑幸卫,65.31274767,23.78977025,0.134153677,红
报春红,中国色名综览_凑幸卫,56.13798793,24.43278007,0.425863899,红
凤仙花红,中国色名综览_凑幸卫,64.6878666,22.98907108,2.617817339,红
霞光红,中国色名综览_凑幸卫,51.53613064,24.6247233,0.756788037,红
喜蛋红,色谱_perchouli,52.465,72.579,17.019,红
喜蛋红,中国色名综览_凑幸卫,41.13223606,51.89483999,-3.151831381,红
夹竹桃红,色谱_perchouli,56.989,62.874,7.795,红
松叶牡丹红,色谱_perchouli,54.1,68.769,12.035,红
松叶牡丹红,DIC中国传统色,33.296,53.083,13.346,红
白芨红,中国色名综览_凑幸卫,72.58295014,37.19060119,-7.036610535,红
榲桲红,色谱_perchouli,53.041,72.51,14.221,红
榲桲红,色谱_perchouli,53.041,72.51,14.221,红
酢酱草红,中国色名综览_凑幸卫,61.68129537,28.56913005,-6.287552826,红
初荷红,中国色名综览_凑幸卫,70.61727714,37.13953971,-7.044442592,红
菠根红,中国色名综览_凑幸卫,54.04966454,41.22941472,-8.246273883,红
兔眼红,色谱_perchouli,57.194,65.066,1.041,红
嫩菱红,中国色名综览_凑幸卫,61.68135565,44.30937017,-7.950727326,红
吊钟花红,中国色名综览_凑幸卫,71.59710241,45.30970566,-1.670896871,红
紫荆红,色谱_perchouli,53.346,74.583,5.64,红
紫荆红,中国色名综览_凑幸卫,53.71192512,59.85501836,-2.988331113,红
扁豆花红,色谱_perchouli,57.061,67.852,0.32,红
扁豆花红,中国色名综览_凑幸卫,64.59972945,50.94280274,-8.906329787,红
藏花红,色谱_perchouli,53.081,73.932,4.608,红
丹紫红,中国色名综览_凑幸卫,54.06657942,39.92430893,-15.82539008,红
玫瑰红,色谱_perchouli,49.17,65.311,-3.482,红
玫瑰红,DIC中国传统色,34.237,33.907,6.236,红
玫瑰红,中国颜色_黄仁达,35.287,50.491,35.043,红
玫瑰红,中国美色_中国国家地理,35.287,50.491,35.043,红
玫瑰红,染色样本纳夫妥类_何进丰,38,44,2,红
玫瑰红,钧瓷色彩的特征与分类体系研究_王庆斌,22.058,30.254,13.733,红
玫瑰红,中国传统色彩图鉴_鸿洋,51.561,67.342,-4.567,红
玫瑰红,中国色名综览_凑幸卫,51.54345514,47.04518128,-18.27073224,红
菱锰红,色谱_perchouli,61.051,41.542,-8.225,红
菱锰红,中国色名综览_凑幸卫,66.65575523,45.15782047,-8.011298479,红
龙须红,色谱_perchouli,53.501,53.885,-11.476,红
龙须红,中国色名综览_凑幸卫,56.52907405,53.86601655,-9.886061,红
淡藏花红,色谱_perchouli,76.961,23.184,26.118,红
淡罂粟红,色谱_perchouli,73.034,26.652,22.268,红
淡罂粟红,中国色名综览_凑幸卫,75.1734187,40.69452225,23.30154605,红
颊红,中国色名综览_凑幸卫,81.34813274,36.3543706,19.71118763,红
舌红,色谱_perchouli,71.454,32.971,17.96,红
榴子红,色谱_perchouli,69.856,36.192,17.963,红
淡土黄,色谱_perchouli,39.294,25.008,27.415,红
菜头紫,色谱_perchouli,33.329,51.313,5.398,红
菜头紫,中国色名综览_凑幸卫,46.27308686,47.42235117,-9.841129464,红
玫瑰灰,色谱_perchouli,39.991,51.498,33.247,红
玫瑰灰,中国色名综览_凑幸卫,45.01867689,15.09071722,11.37230859,红
血红,DIC中国传统色,34.902,29.308,22.961,红
茉莉花红,DIC中国传统色,35.327,49.914,8.362,红
浅血牙,DIC中国传统色,83.776,8.927,3.832,红
浅血牙,染色样本纳夫妥类_何进丰,67,45,17,红
浅血牙,涤棉色谱_何进丰,75,36,35,红
浅血牙,涤棉色谱_何进丰,82,23,26,红
浅血牙,涤棉色谱_何进丰,87,12,28,红
红莲灰,DIC中国传统色,51.828,36.324,1.076,红
红灰莲,DIC中国传统色,51.828,36.324,1.076,紫
红莲灰,DIC中国传统色,51.828,36.324,1.076,红
红灰莲,DIC中国传统色,51.828,36.324,1.076,紫
紫磨金,故宫里的色彩美学_郭浩,59.878,18.994,21.775,红
檀色,故宫里的色彩美学_郭浩,53.162,25.653,20.547,红
椒褐,故宫里的色彩美学_郭浩,34.273,18.019,14.793,红
顺圣,故宫里的色彩美学_郭浩,26.949,41.885,23.68,红
牙绯,故宫里的色彩美学_郭浩,51.894,41.274,19.255,红
魏红,故宫里的色彩美学_郭浩,41.072,49.912,-2.133,红
爵头,故宫里的色彩美学_郭浩,20.612,35.671,20.208,红
檀唇,故宫里的色彩美学_郭浩,70.355,19.991,18.237,红
红䵂,故宫里的色彩美学_郭浩,58.47,35.148,16.215,红
茶色,故宫里的色彩美学_郭浩,50.546,2.156,19.672,红
茶色,中国美色_中国国家地理,45.874,31.911,23.37,红
茶色,中国传统色彩图鉴_鸿洋,45.874,31.911,23.37,红
红踯躅,故宫里的色彩美学_郭浩,44.103,56.819,-3.536,红
杏棕,染色样本士林类_何进丰,61,9,18,红
杏棕,染色样本纳夫妥类_何进丰,49,26,28,红
浅粉红,染色样本士林类_何进丰,80,18,8,红
浅粉红,涤棉色谱_何进丰,76,38,5,红
浅粉红,涤棉色谱_何进丰,82,42,10,红
浅粉红,涤棉色谱_何进丰,85,33,7,红
杏肉,染色样本士林类_何进丰,77,10,22,红
杏肉,染色样本纳夫妥类_何进丰,62,22,19,红
深杏,染色样本纳夫妥类_何进丰,57,17,18,红
杏色,染色样本士林类_何进丰,70,12,15,红
杏色,染色样本纳夫妥类_何进丰,51,24,28,红
红棕,涤棉色谱_何进丰,47,27,27,红
浅红,涤棉色谱_何进丰,84,29,15,红
红酱,染色样本纳夫妥类_何进丰,32,40,16,红
深桃红,绞丝染色基本色谱_何进丰,60,54,2,红
西红,绞丝染色基本色谱_何进丰,62,47,21,红
蔷薇红,绞丝染色基本色谱_何进丰,64,49,-6,红
深蔷薇红,绞丝染色基本色谱_何进丰,55,58,-3,红
深玫红,绞丝染色基本色谱_何进丰,37,53,6,红
玫红,绞丝染色基本色谱_何进丰,44,60,4,红
鸡血红,钧瓷色彩的特征与分类体系研究_王庆斌,31.577,33.502,19.861,红
熟褐,中国美色_中国国家地理,46.67,15.497,19.267,红
樱桃色,中国传统色彩图鉴_鸿洋,47.622,64.257,15.921,红
品红,中国传统色彩图鉴_鸿洋,47.994,74.013,-2.997,红
赫赤,中国传统色彩图鉴_鸿洋,44.51,61.414,20.677,红
浅茜红,涤棉色谱_何进丰,67,44,21,红
浅茜红,涤棉色谱_何进丰,74,39,25,红
落叶棕,中国色名综览_凑幸卫,35.1477539,27.13630335,17.8003293,红
褪色玫瑰,中国色名综览_凑幸卫,66.7007681,16.78215604,12.75944531,红
龙嘴花红,中国色名综览_凑幸卫,71.59714823,45.1398701,11.27756318,红
霉红,中国色名综览_凑幸卫,61.6440738,24.29943558,3.354453714,红
淡维红,中国色名综览_凑幸卫,75.03989368,41.55624333,4.129166541,红
垂丝海棠红,中国色名综览_凑幸卫,71.59707527,44.77461186,-7.753099651,红
鲜红,中国色名综览_凑幸卫,65.29922417,58.35439821,25.1765886,红
荷花,国标,71.8,27.8,-12,紫
驼色,国标,70.7,15.1,15.9,紫
驼色,色谱_perchouli,32.641,10.263,22.227,紫
驼色,乾隆色谱_刘剑,59,15,28,紫
驼色,中国传统色彩图鉴_鸿洋,54.458,11.432,18.496,紫
驼色,中国色名综览_凑幸卫,44.23505786,12.20062545,12.6477062,紫
靛蓝,DIC中国传统色,28.625,5.246,-15.963,紫
靛蓝,钧瓷色彩的特征与分类体系研究_王庆斌,19.806,13.909,-27.974,紫
靛蓝,中国颜色_黄仁达,27.707,3.401,-26.263,紫
靛蓝,中国美色_中国国家地理,27.707,3.401,-26.263,紫
靛蓝,中国传统色彩图鉴_鸿洋,32.355,-4.284,-23.342,紫
普蓝,国标,35.2,1.4,-33.9,紫
普蓝,中国颜色_黄仁达,28.334,21.146,-42.614,紫
空青,中国美色_中国国家地理,28.334,21.146,-42.614,紫
普蓝,古色之美_青简,36.044,-6.658,-43.359,紫
雪青,国标,70.9,6.7,-11.7,紫
雪青,中国美色_中国国家地理,65.726,9.123,-22.586,紫
雪青,中国传统色彩图鉴_鸿洋,65.726,9.123,-22.586,紫
紫粉,DIC中国传统色,37.739,36.7,3.213,紫
青莲,国标,61,13.5,-30.5,紫
青莲,古色之美_青简,34.343,37.177,-32.719,紫
青莲,中国美色_中国国家地理,42.486,32.549,-26.132,紫
青莲,中国传统色彩图鉴_鸿洋,33.885,33.681,-34.6,紫
紫,染作江南春水色_金成熺,31.12,6.82,-2.58,紫
茄紫,国标,30.9,11.5,-11.5,紫
茄紫,古色之美_青简,14.392,9.708,2.06,紫
茄紫,绞丝染色基本色谱_何进丰,46,39,-30,紫
绛紫,DIC中国传统色,32.997,9.798,3.782,紫
玫瑰紫,色谱_perchouli,44.097,60.649,-10.284,紫
玫瑰紫,古色之美_青简,46.028,57.843,-3.665,紫
玫瑰紫,人造丝绸缎色谱_何进丰,40,55,-4,紫
玫瑰紫,钧瓷色彩的特征与分类体系研究_王庆斌,23.148,4.867,-3.865,紫
玫瑰紫,中国色名综览_凑幸卫,44.18418811,51.07745064,-20.54626394,紫
酱紫,色谱_perchouli,15.565,28.871,11.54,紫
烟红,故宫里的色彩美学_郭浩,57.968,10.868,-1.958,紫
烟红,中国色名综览_凑幸卫,51.57716352,11.40475968,-3.201479264,紫
暗紫苑红,色谱_perchouli,29.298,42.041,18.376,紫
山黎豆红,色谱_perchouli,59.584,28.795,4.913,紫
姜红,色谱_perchouli,79.841,21.107,1.983,紫
葡萄酒红,色谱_perchouli,20.694,37.729,3.578,紫
电气石红,色谱_perchouli,52.18,50.092,-11.234,紫
隐红灰,色谱_perchouli,65.635,12.273,-0.682,紫
中红灰,色谱_perchouli,45.047,14.445,18.208,紫
中红灰,人造丝绸缎色谱_何进丰,66,5,10,紫
